Timestamp,Label,V_AB,V_AD,V_BC,V_CD,V_AC,V_BD
2026-04-20 00:19:50,AB_4,5.49,10.95,5.98,9.74,12.74,7.94
2026-04-20 00:20:04,AD_1,6.41,9.43,7.03,9.67,9.42,7.95
2026-04-20 00:20:04,AD_1,6.27,9.27,6.97,9.7,9.32,7.91
2026-04-20 00:20:05,AD_1,6.21,9.17,7.06,9.59,9.32,7.88
2026-04-20 00:20:05,AD_1,6.06,9.01,6.99,9.8,9.34,7.93
2026-04-20 00:20:06,AD_1,6.12,9.32,7.02,9.75,9.42,8.09
2026-04-20 00:20:06,AD_1,6.09,8.88,6.97,9.69,9.3,8.0
2026-04-20 00:20:06,AD_1,6.09,9.01,7.16,9.69,9.35,8.27
2026-04-20 00:20:07,AD_1,6.14,9.04,7.01,9.73,9.33,8.16
2026-04-20 00:20:07,AD_1,6.11,9.01,7.05,9.69,9.41,8.15
2026-04-20 00:20:08,AD_1,6.11,9.05,6.99,9.68,9.46,8.13
2026-04-20 00:20:08,AD_1,6.26,8.93,7.01,9.7,9.41,8.32
2026-04-20 00:20:08,AD_1,6.09,8.77,6.95,9.63,9.42,8.22
2026-04-20 00:20:09,AD_1,6.09,8.85,6.98,9.69,9.38,8.09
2026-04-20 00:20:09,AD_1,6.1,8.82,6.98,9.64,9.38,8.09
2026-04-20 00:20:10,AD_1,6.22,8.79,6.84,9.64,9.39,8.18
2026-04-20 00:20:10,AD_1,6.08,8.7,6.93,9.65,9.53,8.17
2026-04-20 00:20:10,AD_1,6.11,8.67,6.58,9.67,9.49,8.14
2026-04-20 00:20:11,AD_1,6.14,8.65,6.85,9.7,9.41,8.12
2026-04-20 00:20:11,AD_1,6.18,8.59,6.79,9.68,9.37,8.17
2026-04-20 00:20:12,AD_1,6.19,8.66,6.44,9.66,9.45,8.08
2026-04-20 00:20:12,AD_1,6.13,8.5,6.48,9.69,9.45,8.14
2026-04-20 00:20:12,AD_1,6.19,8.45,6.4,9.69,9.59,8.21
2026-04-20 00:20:13,AD_1,6.16,8.41,6.62,9.64,9.38,8.23
2026-04-20 00:20:13,AD_1,6.16,8.59,6.65,9.63,9.46,8.12
2026-04-20 00:20:14,AD_1,6.11,8.46,6.6,9.69,9.43,8.09
2026-04-20 00:20:14,AD_1,6.22,8.44,6.36,9.63,9.35,8.15
2026-04-20 00:20:14,AD_1,6.17,8.56,6.74,9.64,9.37,8.4
2026-04-20 00:20:15,AD_1,6.14,8.41,6.43,9.65,9.4,8.2
2026-04-20 00:20:15,AD_1,6.09,8.57,6.58,9.64,9.33,8.35
2026-04-20 00:20:16,AD_1,6.1,8.53,6.36,9.65,9.41,8.36
2026-04-20 00:20:16,AD_1,6.13,8.54,6.43,9.61,9.41,8.31
2026-04-20 00:20:16,AD_1,6.19,8.41,6.32,9.67,9.44,8.11
2026-04-20 00:20:17,AD_1,6.19,8.49,6.54,9.69,9.32,8.25
2026-04-20 00:20:17,AD_1,6.28,8.53,6.53,9.73,9.37,8.3
2026-04-20 00:20:18,AD_1,6.14,8.5,6.51,9.69,9.34,8.19
2026-04-20 00:20:18,AD_1,6.14,8.51,6.47,9.65,9.39,8.26
2026-04-20 00:20:18,AD_1,6.12,8.49,6.54,9.61,9.36,8.07
2026-04-20 00:20:19,AD_1,6.14,8.54,6.36,9.65,9.36,8.2
2026-04-20 00:20:19,AD_1,6.13,8.46,6.38,9.67,9.35,8.09
2026-04-20 00:20:20,AD_1,6.25,8.46,6.33,9.66,9.35,8.31
2026-04-20 00:20:20,AD_1,6.16,8.47,6.22,9.62,9.44,8.15
2026-04-20 00:20:20,AD_1,6.2,8.34,6.25,9.68,9.4,8.2
2026-04-20 00:20:21,AD_1,6.16,8.44,6.62,9.82,9.59,8.1
2026-04-20 00:20:21,AD_1,6.33,8.39,6.47,9.63,9.54,8.25
2026-04-20 00:20:22,AD_1,6.34,8.47,6.52,9.66,9.55,8.19
2026-04-20 00:20:22,AD_1,6.15,8.49,6.27,9.62,9.47,8.32
2026-04-20 00:20:22,AD_1,6.11,8.46,6.29,9.69,9.4,8.32
2026-04-20 00:20:23,AD_1,6.12,8.45,6.38,9.6,9.36,8.26
2026-04-20 00:20:23,AD_1,6.11,8.47,6.52,9.66,9.41,8.25
2026-04-20 00:20:24,AD_1,6.14,8.51,6.41,9.74,9.42,8.23
2026-04-20 00:20:24,AD_1,6.16,8.37,6.32,9.66,9.36,8.31
2026-04-20 00:20:24,AD_1,6.26,8.36,6.25,9.65,9.36,8.36
2026-04-20 00:20:25,AD_1,6.13,8.46,6.28,9.65,9.39,8.44
2026-04-20 00:20:25,AD_1,6.31,8.39,6.18,9.67,9.39,8.26
2026-04-20 00:20:26,AD_1,6.15,8.47,6.23,9.69,9.35,8.48
2026-04-20 00:20:26,AD_1,6.2,8.33,6.18,9.64,9.37,8.31
2026-04-20 00:20:26,AD_1,6.13,8.3,6.11,9.68,9.53,8.18
2026-04-20 00:20:27,AD_1,6.09,8.29,6.2,9.66,9.33,8.52
2026-04-20 00:20:27,AD_1,6.11,8.45,6.28,9.76,9.4,8.41
2026-04-20 00:20:28,AD_1,6.24,8.39,6.42,9.64,9.33,8.18
2026-04-20 00:20:28,AD_1,6.1,8.38,6.19,9.68,9.4,8.36
2026-04-20 00:20:28,AD_1,6.09,8.44,5.94,9.66,9.37,8.32
2026-04-20 00:20:29,AD_1,6.18,8.47,6.48,9.63,9.38,8.42
2026-04-20 00:20:29,AD_1,6.11,8.49,6.14,9.65,9.37,8.21
2026-04-20 00:20:30,AD_1,6.08,8.37,6.52,9.75,9.38,8.4
2026-04-20 00:20:30,AD_1,6.12,8.45,6.31,9.68,9.33,8.33
2026-04-20 00:20:30,AD_1,6.08,8.34,6.46,9.62,9.43,8.26
2026-04-20 00:20:31,AD_1,6.11,8.47,6.38,9.63,9.38,8.27
2026-04-20 00:20:31,AD_1,6.09,8.47,6.21,9.65,9.37,8.41
2026-04-20 00:20:32,AD_1,6.38,8.4,6.23,9.64,9.36,8.5
2026-04-20 00:20:32,AD_1,6.06,8.42,6.3,9.63,9.32,8.37
2026-04-20 00:20:32,AD_1,6.09,8.31,6.19,9.62,9.38,8.25
2026-04-20 00:20:33,AD_1,6.14,8.45,6.31,9.68,9.39,8.29
2026-04-20 00:20:33,AD_1,6.1,8.45,6.41,9.64,9.54,8.54
2026-04-20 00:20:34,AD_1,6.29,8.41,6.18,9.63,9.34,8.39
2026-04-20 00:20:34,AD_1,6.17,8.42,6.2,9.66,9.41,8.28
2026-04-20 00:20:34,AD_1,6.23,8.46,6.31,9.7,9.43,8.33
2026-04-20 00:20:35,AD_1,6.18,8.37,6.28,9.7,9.41,8.21
2026-04-20 00:20:35,AD_1,6.15,8.44,6.26,9.64,9.43,8.23
2026-04-20 00:20:36,AD_1,6.29,8.46,6.31,9.67,9.4,8.26
2026-04-20 00:20:36,AD_1,6.1,8.33,6.53,9.67,9.3,8.41
2026-04-20 00:20:36,AD_1,6.1,8.39,6.25,9.66,9.37,8.14
2026-04-20 00:20:37,AD_1,6.18,8.34,6.2,9.69,9.34,8.21
2026-04-20 00:20:37,AD_1,6.3,8.32,6.27,9.87,9.4,8.36
2026-04-20 00:20:38,AD_1,6.22,8.44,6.21,9.71,9.37,8.34
2026-04-20 00:20:38,AD_1,6.09,8.24,6.08,9.62,9.45,8.26
2026-04-20 00:20:38,AD_1,6.12,8.47,6.17,9.66,9.37,8.39
2026-04-20 00:20:39,AD_1,6.12,8.31,6.02,9.67,9.36,8.29
2026-04-20 00:20:39,AD_1,6.09,8.36,6.43,9.63,9.4,8.42
2026-04-20 00:20:40,AD_1,6.21,8.2,5.95,9.68,9.34,8.39
2026-04-20 00:20:40,AD_1,6.1,8.36,6.29,9.62,9.43,8.37
2026-04-20 00:20:40,AD_1,6.14,8.45,6.3,9.67,9.41,8.33
2026-04-20 00:20:41,AD_1,6.24,8.45,6.11,9.67,9.46,8.31
2026-04-20 00:20:41,AD_1,6.09,8.34,6.24,9.67,9.36,8.36
2026-04-20 00:20:42,AD_1,6.08,8.27,6.35,9.62,9.35,8.33
2026-04-20 00:20:42,AD_1,6.17,8.37,6.4,9.6,9.34,8.44
2026-04-20 00:20:42,AD_1,6.24,8.34,6.03,9.69,9.45,8.36
2026-04-20 00:20:43,AD_1,6.26,8.44,6.09,9.61,9.41,8.48
2026-04-20 00:20:43,AD_1,6.11,8.4,6.16,9.78,9.42,8.41
2026-04-20 00:20:44,AD_1,6.09,8.45,6.23,9.71,9.68,8.38
2026-04-20 00:20:44,AD_1,6.1,8.47,6.29,9.7,9.53,8.3
2026-04-20 00:20:44,AD_1,6.3,9.11,6.14,9.62,9.44,8.35
2026-04-20 00:20:45,AD_1,6.11,8.39,6.08,9.63,9.41,8.23
2026-04-20 00:20:45,AD_1,6.3,8.35,6.17,9.66,9.41,8.49
2026-04-20 00:20:46,AD_1,6.15,8.46,6.11,9.67,9.39,8.45
2026-04-20 00:20:46,AD_1,6.12,8.45,6.29,9.59,9.45,8.45
2026-04-20 00:20:46,AD_1,6.18,8.43,6.12,9.63,9.44,8.45
2026-04-20 00:20:47,AD_1,6.17,8.42,6.07,9.67,9.36,8.46
2026-04-20 00:20:47,AD_1,6.16,8.42,6.21,9.66,9.39,8.39
2026-04-20 00:20:48,AD_1,6.16,8.47,6.22,9.66,9.37,8.5
2026-04-20 00:20:48,AD_1,6.12,8.28,6.08,9.63,9.38,8.45
2026-04-20 00:20:48,AD_1,6.09,8.3,6.23,9.65,9.31,8.49
2026-04-20 00:20:49,AD_1,6.14,8.44,6.19,9.57,9.34,8.56
2026-04-20 00:20:49,AD_1,6.16,8.44,6.09,9.67,9.32,8.52
2026-04-20 00:20:50,AD_1,6.1,8.31,6.06,9.66,9.39,8.45
2026-04-20 00:20:50,AD_1,6.31,8.38,6.19,9.72,9.52,8.4
2026-04-20 00:20:50,AD_1,6.2,8.31,6.08,9.62,9.5,8.45
2026-04-20 00:20:51,AD_1,6.21,8.4,6.24,9.72,9.36,8.44
2026-04-20 00:20:51,AD_1,6.25,8.43,6.32,9.65,9.35,8.39
2026-04-20 00:20:51,AD_1,6.15,8.44,6.3,9.63,9.35,8.35
2026-04-20 00:20:52,AD_1,6.14,8.45,6.34,9.67,9.4,8.37
2026-04-20 00:20:52,AD_1,6.07,8.32,6.21,9.7,9.39,8.4
2026-04-20 00:20:53,AD_1,6.11,8.34,6.1,9.71,9.38,8.38
2026-04-20 00:20:53,AD_1,6.1,8.42,6.23,9.63,9.33,8.37
2026-04-20 00:20:53,AD_1,6.14,8.36,6.28,9.7,9.35,8.47
2026-04-20 00:20:54,AD_1,6.13,8.44,6.19,9.69,9.44,8.21
2026-04-20 00:20:54,AD_1,6.27,8.36,6.3,9.65,9.57,8.36
2026-04-20 00:20:55,AD_1,6.18,8.42,6.32,9.68,9.38,8.35
2026-04-20 00:20:55,AD_1,6.26,8.44,6.13,9.65,9.46,8.41
2026-04-20 00:20:55,AD_1,6.16,8.4,6.19,9.64,9.56,8.31
2026-04-20 00:20:56,AD_1,6.17,8.31,6.09,9.65,9.42,8.23
2026-04-20 00:20:56,AD_1,6.12,8.19,6.31,9.62,9.37,8.45
2026-04-20 00:20:57,AD_1,6.1,8.34,6.14,9.71,9.42,8.34
2026-04-20 00:20:57,AD_1,6.2,8.32,6.14,9.64,9.39,8.26
2026-04-20 00:20:57,AD_1,6.29,8.41,6.15,9.64,9.35,8.27
2026-04-20 00:20:58,AD_1,6.11,8.31,6.11,9.63,9.33,8.34
2026-04-20 00:20:58,AD_1,6.09,8.45,6.27,9.63,9.37,8.26
2026-04-20 00:20:59,AD_1,6.14,8.31,6.25,9.65,9.35,8.41
2026-04-20 00:20:59,AD_1,6.14,8.36,6.18,9.64,9.37,8.25
2026-04-20 00:20:59,AD_1,6.26,8.46,6.23,9.7,9.42,8.3
2026-04-20 00:21:00,AD_1,6.09,8.34,6.15,9.64,9.39,8.26
2026-04-20 00:21:00,AD_1,6.16,8.4,6.22,9.71,9.41,8.35
2026-04-20 00:21:01,AD_1,6.11,8.34,5.9,9.63,9.37,8.24
2026-04-20 00:21:01,AD_1,6.13,8.51,6.17,9.63,9.44,8.42
2026-04-20 00:21:02,AD_1,6.14,8.34,6.06,9.62,9.31,8.25
2026-04-20 00:21:02,AD_1,6.33,8.25,5.9,9.72,9.4,8.33
2026-04-20 00:21:02,AD_1,6.24,8.41,6.19,9.62,9.45,8.35
2026-04-20 00:21:03,AD_1,6.11,8.33,6.12,9.65,9.39,8.45
2026-04-20 00:21:03,AD_1,6.16,8.38,5.99,9.66,9.45,8.3
2026-04-20 00:21:04,AD_1,6.09,8.39,6.23,9.63,9.51,8.34
2026-04-20 00:21:04,AD_1,6.14,8.3,6.17,9.62,9.34,8.27
2026-04-20 00:21:04,AD_1,6.09,8.36,6.19,9.62,9.4,8.31
2026-04-20 00:21:05,AD_1,6.13,8.48,6.09,9.66,9.39,8.53
2026-04-20 00:21:05,AD_1,6.12,8.46,6.21,9.66,9.39,8.43
2026-04-20 00:21:06,AD_1,6.14,8.3,6.27,9.68,9.44,8.29
2026-04-20 00:21:06,AD_1,6.3,8.44,6.3,9.65,9.34,8.37
2026-04-20 00:21:06,AD_1,6.2,8.47,6.34,9.63,9.45,8.59
2026-04-20 00:21:07,AD_1,6.1,8.43,6.08,9.65,9.36,8.44
2026-04-20 00:21:07,AD_1,6.05,8.44,6.1,9.62,9.36,8.37
2026-04-20 00:21:08,AD_1,6.17,8.43,6.2,9.65,9.39,8.27
2026-04-20 00:21:08,AD_1,6.19,8.46,6.21,9.64,9.37,8.47
2026-04-20 00:21:08,AD_1,6.11,8.46,6.04,9.62,9.38,8.5
2026-04-20 00:21:09,AD_1,6.07,8.41,6.16,9.65,9.4,8.4
2026-04-20 00:21:09,AD_1,6.12,8.44,6.13,9.65,9.37,8.27
2026-04-20 00:21:10,AD_1,6.12,8.36,6.34,9.63,9.42,8.45
2026-04-20 00:21:10,AD_1,6.14,8.28,6.24,9.67,9.44,8.38
2026-04-20 00:21:10,AD_1,6.27,8.32,6.06,9.63,9.45,8.37
2026-04-20 00:21:11,AD_1,6.27,8.41,6.26,9.66,9.31,8.37
2026-04-20 00:21:11,AD_1,6.39,8.47,6.22,9.68,9.39,8.3
2026-04-20 00:21:11,AD_1,6.13,8.44,6.17,9.64,9.44,8.63
2026-04-20 00:21:12,AD_1,6.07,8.27,6.05,9.66,9.32,8.44
2026-04-20 00:21:12,AD_1,6.16,8.43,6.22,9.63,9.35,8.31
2026-04-20 00:21:13,AD_1,6.35,8.42,6.22,9.62,9.41,8.43
2026-04-20 00:21:13,AD_1,6.1,8.42,6.14,9.66,9.53,8.41
2026-04-20 00:21:13,AD_1,6.13,8.46,6.29,9.79,9.55,8.38
2026-04-20 00:21:14,AD_1,6.09,8.43,6.1,9.69,9.46,8.34
2026-04-20 00:21:14,AD_1,6.07,8.42,6.27,9.64,9.41,8.28
2026-04-20 00:21:15,AD_1,6.06,8.3,6.12,9.67,9.3,8.37
2026-04-20 00:21:15,AD_1,6.14,8.42,6.05,9.68,9.53,8.37
2026-04-20 00:21:15,AD_1,6.07,8.36,6.39,9.73,9.38,8.43
2026-04-20 00:21:16,AD_1,6.22,8.46,6.32,9.61,9.34,8.42
2026-04-20 00:21:16,AD_1,6.07,8.31,6.35,9.64,9.35,8.35
2026-04-20 00:21:17,AD_1,6.05,8.37,6.26,9.69,9.36,8.24
2026-04-20 00:21:17,AD_1,6.14,8.45,6.33,9.67,9.35,8.32
2026-04-20 00:21:17,AD_1,6.15,8.43,6.09,9.66,9.35,8.61
2026-04-20 00:21:18,AD_1,6.06,8.39,6.01,9.66,9.41,8.45
2026-04-20 00:21:18,AD_1,6.11,8.45,6.2,9.67,9.34,8.41
2026-04-20 00:21:19,AD_1,6.15,8.42,6.26,9.63,9.42,8.38
2026-04-20 00:21:19,AD_1,6.05,8.47,6.26,9.65,9.37,8.5
2026-04-20 00:21:19,AD_1,6.21,8.34,5.98,9.66,9.35,8.66
2026-04-20 00:21:20,AD_1,6.22,8.43,6.0,9.63,9.34,8.48
2026-04-20 00:21:20,AD_1,6.16,8.44,6.13,9.65,9.33,8.35
2026-04-20 00:21:21,AD_1,6.27,8.45,6.15,9.64,9.38,8.5
2026-04-20 00:21:21,AD_1,6.28,8.47,6.18,9.69,9.3,8.46
2026-04-20 00:21:21,AD_1,6.13,8.46,6.3,9.65,9.35,8.51
2026-04-20 00:21:22,AD_1,6.24,8.43,6.15,9.65,9.44,8.44
2026-04-20 00:21:22,AD_1,6.08,8.32,6.09,9.65,9.4,8.64
2026-04-20 00:21:23,AD_1,6.12,8.42,6.01,9.67,9.47,8.48
2026-04-20 00:21:23,AD_1,6.1,8.35,6.13,9.61,9.39,8.44
2026-04-20 00:21:23,AD_1,6.11,8.4,6.17,9.68,9.54,8.41
2026-04-20 00:22:05,AD_2,7.02,8.27,4.96,9.66,8.01,9.19
2026-04-20 00:22:05,AD_2,7.37,8.13,4.99,9.64,8.05,8.87
2026-04-20 00:22:05,AD_2,7.28,7.97,4.92,9.8,8.06,8.78
2026-04-20 00:22:06,AD_2,7.35,7.93,4.99,9.62,8.13,8.72
2026-04-20 00:22:06,AD_2,7.38,7.95,4.95,9.76,8.11,8.8
2026-04-20 00:22:07,AD_2,7.22,7.94,5.08,9.6,8.14,8.57
2026-04-20 00:22:07,AD_2,7.37,7.81,5.04,9.71,8.05,8.59
2026-04-20 00:22:07,AD_2,7.28,7.95,4.93,9.59,8.08,8.59
2026-04-20 00:22:08,AD_2,7.32,7.94,4.94,9.66,8.08,8.73
2026-04-20 00:22:08,AD_2,7.69,7.78,4.96,9.67,8.27,8.85
2026-04-20 00:22:09,AD_2,7.68,7.87,4.94,9.59,8.16,8.57
2026-04-20 00:22:09,AD_2,7.7,7.9,4.96,9.67,8.15,8.72
2026-04-20 00:22:09,AD_2,7.4,7.81,5.09,9.57,8.22,8.76
2026-04-20 00:22:10,AD_2,7.42,7.89,4.93,9.55,8.06,8.66
2026-04-20 00:22:10,AD_2,7.33,7.76,4.91,9.61,8.16,9.03
2026-04-20 00:22:11,AD_2,7.37,7.79,4.94,9.68,8.02,8.98
2026-04-20 00:22:11,AD_2,7.44,7.78,4.99,9.66,8.05,8.86
2026-04-20 00:22:11,AD_2,6.45,7.75,4.95,9.6,8.11,8.83
2026-04-20 00:22:12,AD_2,7.31,7.63,5.32,9.74,8.13,8.84
2026-04-20 00:22:12,AD_2,7.41,7.8,4.96,9.63,8.04,8.67
2026-04-20 00:22:13,AD_2,7.45,7.66,4.95,9.64,8.06,8.93
2026-04-20 00:22:13,AD_2,7.39,7.58,5.1,9.69,8.28,9.09
2026-04-20 00:22:13,AD_2,7.26,7.49,4.94,9.61,8.2,9.07
2026-04-20 00:22:14,AD_2,7.1,7.66,4.92,9.6,8.1,8.94
2026-04-20 00:22:14,AD_2,7.38,7.62,4.9,9.59,8.09,9.22
2026-04-20 00:22:15,AD_2,7.41,7.53,4.96,9.68,8.12,9.19
2026-04-20 00:22:15,AD_2,7.28,7.53,5.18,9.59,8.05,9.16
2026-04-20 00:22:15,AD_2,7.44,7.54,5.04,9.56,8.04,9.17
2026-04-20 00:22:16,AD_2,7.33,7.51,4.96,9.63,8.01,9.03
2026-04-20 00:22:16,AD_2,7.38,7.39,4.88,9.66,8.1,9.25
2026-04-20 00:22:17,AD_2,7.38,7.5,4.95,9.62,8.25,9.26
2026-04-20 00:22:17,AD_2,7.44,7.49,4.95,9.63,7.98,9.27
2026-04-20 00:22:17,AD_2,7.35,7.48,4.96,9.6,8.24,9.25
2026-04-20 00:22:18,AD_2,7.29,7.46,4.97,9.59,8.07,9.29
2026-04-20 00:22:18,AD_2,7.43,7.38,5.07,9.59,8.3,9.33
2026-04-20 00:22:19,AD_2,7.37,7.36,4.97,9.61,7.98,9.41
2026-04-20 00:22:19,AD_2,7.59,7.35,4.92,9.66,7.93,9.43
2026-04-20 00:22:19,AD_2,7.16,7.43,4.93,9.62,7.96,9.42
2026-04-20 00:22:20,AD_2,7.43,7.37,4.93,9.63,7.92,9.29
2026-04-20 00:22:20,AD_2,7.59,7.42,4.95,9.6,7.98,9.2
2026-04-20 00:22:21,AD_2,7.35,7.43,4.95,9.62,7.94,9.19
2026-04-20 00:22:21,AD_2,7.45,7.34,5.14,9.61,8.02,9.24
2026-04-20 00:22:21,AD_2,7.58,7.35,4.88,9.61,7.94,9.19
2026-04-20 00:22:22,AD_2,7.33,7.35,5.03,9.62,8.02,9.38
2026-04-20 00:22:22,AD_2,7.36,7.36,4.94,9.59,7.99,9.35
2026-04-20 00:22:23,AD_2,7.36,7.22,4.87,9.64,8.08,9.19
2026-04-20 00:22:23,AD_2,7.42,7.39,4.98,9.62,8.13,9.11
2026-04-20 00:22:24,AD_2,7.37,7.37,4.9,9.69,7.96,9.2
2026-04-20 00:22:24,AD_2,7.35,7.32,4.97,9.64,8.01,9.18
2026-04-20 00:22:24,AD_2,7.44,7.33,4.89,9.67,7.99,9.08
2026-04-20 00:22:25,AD_2,7.52,7.38,4.96,9.62,7.93,9.24
2026-04-20 00:22:25,AD_2,7.46,7.41,4.99,9.67,8.03,9.35
2026-04-20 00:22:26,AD_2,7.47,7.4,5.01,9.6,7.89,9.33
2026-04-20 00:22:26,AD_2,7.51,7.38,4.92,9.59,8.06,9.33
2026-04-20 00:22:26,AD_2,7.35,7.36,4.88,9.61,7.95,9.37
2026-04-20 00:22:27,AD_2,7.49,7.36,4.87,9.61,7.93,9.41
2026-04-20 00:22:27,AD_2,7.5,7.29,4.96,9.59,8.01,9.37
2026-04-20 00:22:28,AD_2,7.41,7.26,4.91,9.61,7.94,9.38
2026-04-20 00:22:28,AD_2,7.31,7.38,5.02,9.68,7.95,9.43
2026-04-20 00:22:28,AD_2,7.36,7.36,4.91,9.62,7.93,9.4
2026-04-20 00:22:29,AD_2,7.33,7.37,4.92,9.61,8.01,9.37
2026-04-20 00:22:29,AD_2,7.36,7.33,4.91,9.58,7.93,9.43
2026-04-20 00:22:30,AD_2,7.43,7.35,4.94,9.56,7.92,9.46
2026-04-20 00:22:30,AD_2,7.37,7.28,4.98,9.67,7.83,9.4
2026-04-20 00:22:30,AD_2,7.42,7.37,4.93,9.6,7.88,9.23
2026-04-20 00:22:31,AD_2,7.34,7.29,4.99,9.6,7.88,9.15
2026-04-20 00:22:31,AD_2,7.37,7.28,4.89,9.63,7.95,9.12
2026-04-20 00:22:32,AD_2,7.44,7.28,4.92,9.63,7.91,9.38
2026-04-20 00:22:32,AD_2,7.33,7.24,4.98,9.6,8.0,9.33
2026-04-20 00:22:32,AD_2,7.36,7.28,4.89,9.63,7.92,9.39
2026-04-20 00:22:33,AD_2,7.36,7.27,4.9,9.62,7.86,9.21
2026-04-20 00:22:33,AD_2,7.39,7.32,4.9,9.57,7.84,9.42
2026-04-20 00:22:34,AD_2,7.39,7.27,4.98,9.62,8.05,9.43
2026-04-20 00:22:34,AD_2,7.35,7.3,4.92,9.59,7.89,9.37
2026-04-20 00:22:34,AD_2,7.01,7.37,4.96,9.61,7.85,9.31
2026-04-20 00:22:35,AD_2,7.36,7.31,4.9,9.63,7.91,9.33
2026-04-20 00:22:35,AD_2,7.37,7.22,4.92,9.63,7.87,9.24
2026-04-20 00:22:36,AD_2,7.39,7.28,4.97,9.65,7.9,9.22
2026-04-20 00:22:36,AD_2,7.45,7.27,4.97,9.59,8.04,9.36
2026-04-20 00:22:36,AD_2,7.41,7.32,4.94,9.59,7.94,9.42
2026-04-20 00:22:37,AD_2,7.47,7.34,5.09,9.62,7.89,9.49
2026-04-20 00:22:37,AD_2,7.38,7.32,5.02,9.6,7.83,9.39
2026-04-20 00:22:38,AD_2,7.36,7.32,4.92,9.59,7.93,9.46
2026-04-20 00:22:38,AD_2,7.37,7.3,4.94,9.68,7.84,9.45
2026-04-20 00:22:38,AD_2,7.31,7.26,4.92,9.63,7.81,9.48
2026-04-20 00:22:39,AD_2,7.39,7.33,4.98,9.63,7.79,9.46
2026-04-20 00:22:39,AD_2,7.42,7.32,5.0,9.65,7.84,9.5
2026-04-20 00:22:40,AD_2,7.41,7.3,4.96,9.59,7.78,9.4
2026-04-20 00:22:40,AD_2,7.33,7.24,4.96,9.6,7.83,9.39
2026-04-20 00:22:40,AD_2,7.38,7.3,4.93,9.65,7.8,9.47
2026-04-20 00:22:41,AD_2,7.34,7.31,4.92,9.63,7.86,9.43
2026-04-20 00:22:41,AD_2,7.32,7.3,4.93,9.6,7.83,9.28
2026-04-20 00:22:42,AD_2,7.37,7.12,4.95,9.68,8.03,9.25
2026-04-20 00:22:42,AD_2,7.44,7.28,4.84,9.64,7.84,9.42
2026-04-20 00:22:42,AD_2,7.36,7.69,4.9,9.67,7.84,9.45
2026-04-20 00:22:43,AD_2,7.42,7.25,4.93,9.6,7.83,9.36
2026-04-20 00:22:43,AD_2,7.42,7.2,4.95,9.61,7.88,9.34
2026-04-20 00:22:44,AD_2,7.47,7.21,4.96,9.6,7.9,9.27
2026-04-20 00:22:44,AD_2,7.47,7.24,4.98,9.65,7.89,9.38
2026-04-20 00:22:44,AD_2,7.46,7.33,4.96,9.65,7.82,9.27
2026-04-20 00:22:45,AD_2,7.56,7.2,4.95,9.6,7.78,9.35
2026-04-20 00:22:45,AD_2,7.68,7.2,4.97,9.65,7.86,9.27
2026-04-20 00:22:46,AD_2,7.48,7.24,5.07,9.62,7.96,9.24
2026-04-20 00:22:46,AD_2,7.7,7.24,4.96,9.64,7.82,9.24
2026-04-20 00:22:46,AD_2,7.33,7.3,4.92,9.63,7.8,9.41
2026-04-20 00:22:47,AD_2,7.55,7.3,5.0,9.61,7.92,9.41
2026-04-20 00:22:47,AD_2,7.69,7.23,5.0,9.62,7.94,9.41
2026-04-20 00:22:48,AD_2,7.53,7.29,4.91,9.66,7.78,9.42
2026-04-20 00:22:48,AD_2,7.43,7.2,4.92,9.73,7.8,9.42
2026-04-20 00:22:48,AD_2,7.36,7.27,4.93,9.61,7.82,9.37
2026-04-20 00:22:49,AD_2,7.34,7.29,5.04,9.66,7.83,9.43
2026-04-20 00:22:49,AD_2,7.52,7.3,4.91,9.82,7.79,9.45
2026-04-20 00:22:50,AD_2,7.36,7.31,4.94,9.59,7.8,9.37
2026-04-20 00:22:50,AD_2,7.34,7.28,4.92,9.66,7.73,9.4
2026-04-20 00:22:50,AD_2,7.41,7.28,4.92,9.63,7.82,9.46
2026-04-20 00:22:51,AD_2,7.35,7.27,4.92,9.62,7.75,9.43
2026-04-20 00:22:51,AD_2,7.41,7.24,4.86,9.63,7.74,9.34
2026-04-20 00:22:52,AD_2,7.36,7.2,5.04,9.65,7.83,9.34
2026-04-20 00:22:52,AD_2,7.35,7.15,4.89,9.65,7.87,9.31
2026-04-20 00:22:52,AD_2,7.42,7.2,4.92,9.61,7.95,9.41
2026-04-20 00:22:53,AD_2,7.38,7.29,4.98,9.66,7.8,9.36
2026-04-20 00:22:53,AD_2,7.4,7.17,4.97,9.59,7.84,9.33
2026-04-20 00:22:54,AD_2,7.36,7.22,4.95,9.66,7.81,9.2
2026-04-20 00:22:54,AD_2,7.41,7.28,4.99,9.61,7.78,9.44
2026-04-20 00:22:55,AD_2,7.44,7.17,4.93,9.65,7.75,9.4
2026-04-20 00:22:55,AD_2,7.36,7.17,4.94,9.7,7.74,9.44
2026-04-20 00:22:55,AD_2,7.5,7.21,4.67,9.68,7.84,9.29
2026-04-20 00:22:56,AD_2,7.42,7.18,4.94,9.64,7.85,9.38
2026-04-20 00:22:56,AD_2,7.35,7.21,4.95,9.62,7.9,9.43
2026-04-20 00:22:57,AD_2,7.36,7.21,4.93,9.57,7.77,9.29
2026-04-20 00:22:57,AD_2,7.42,7.22,4.9,9.64,7.86,9.5
